"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",52.8,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",51.5,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",50,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",48.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",46.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",41.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",38.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",37.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",36.8,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",35.3,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",34.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",33.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",89.3,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",87.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",85.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",84.3,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",82.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",80.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",79,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",77.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",74.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",72.7,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",70.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",68.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",65.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",63.5,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",61,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",58.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",55.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",52.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",50,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",47.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",44.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",42,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",39.7,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",37.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",35.7,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",34.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",32.7,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",31.5,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",30.5,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",29.7,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",38.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",36.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",34.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",32.5,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",31.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",30.3,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",29.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",28.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",27,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",26,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",25,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",24,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",23,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",22.1,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",21.3,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",20.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",20,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",19.6,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",19.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",18.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",18.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",17.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",17.5,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",17.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",17.2,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",17.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",27,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",24.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",24.2,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",25.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",22,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",18.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",17,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",17.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",18.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",17.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",17.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",15.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",16,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",15.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",18.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",20.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",20.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",18.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",18.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",18.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",15.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",16,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",13.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",15.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",12.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",13,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",12.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",11.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",11,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",11.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",13.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",15.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",17.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",16.2,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",15.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",18.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",15.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",15.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",15,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",11.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",10.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",11,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",9.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",9.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",9.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.5,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6.3,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",4.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",38,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",35.4,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",36.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",35.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",29.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",24.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",23.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",20.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",19.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",20.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",19.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",14.8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",17.4,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",18.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",19.4,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",19.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",18.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",17.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",18.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",16.8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",14.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",16.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",15,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",13.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",13.4,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",14.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",11.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",12.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",11.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",10.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",10.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",14.4,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",16.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",15.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",14.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",12.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",10.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",10.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",9.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",8.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",8.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",8.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",6.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",8.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.7,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",4.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",68.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",66.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",64.6,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",63.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",62.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",61.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",57.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",52.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",47,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",42.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",38,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",33.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",28.1,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",23.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",21.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",19.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",19.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",19.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",19.1,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",18.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",18.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",17.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",16.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",15.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",14.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",14.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",14,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",13.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",13.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",13.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",13,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",12.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",12.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",12.3,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",11.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",11.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",10.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",10,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",9.5,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",9.2,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",8.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",8.7,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",8.6,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",8.5,
